Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,31.799999237060547,32.099998474121094,30.829999923706055,31.049999237060547,31.049999237060547,242500
2021-01-05,30.979999542236328,31.600000381469727,30.93000030517578,31.15999984741211,31.15999984741211,215600
2021-01-06,31.15999984741211,32.380001068115234,31.149999618530273,31.889999389648438,31.889999389648438,334700
2021-01-07,32.5,33.2599983215332,31.969999313354492,32.189998626708984,32.189998626708984,620900
2021-01-08,32.459999084472656,32.95000076293945,31.459999084472656,31.8799991607666,31.8799991607666,261800
2021-01-11,31.530000686645508,32.38999938964844,31.43000030517578,32.099998474121094,32.099998474121094,185900
2021-01-12,32.25,32.72999954223633,31.809999465942383,32.40999984741211,32.40999984741211,270200
2021-01-13,32.31999969482422,32.939998626708984,32.25,32.540000915527344,32.540000915527344,268300
2021-01-14,32.79999923706055,33.0,32.529998779296875,32.66999816894531,32.66999816894531,184700
2021-01-15,32.540000915527344,33.099998474121094,32.2599983215332,32.349998474121094,32.349998474121094,249900
2021-01-19,32.7599983215332,32.81999969482422,32.09000015258789,32.470001220703125,32.470001220703125,177100
2021-01-20,32.650001525878906,33.869998931884766,32.650001525878906,33.68000030517578,33.68000030517578,307700
2021-01-21,33.68000030517578,34.29999923706055,33.40999984741211,33.7599983215332,33.7599983215332,262800
2021-01-22,33.31999969482422,34.34000015258789,33.09000015258789,34.209999084472656,34.209999084472656,345600
2021-01-25,34.29999923706055,35.08000183105469,34.060001373291016,34.70000076293945,34.70000076293945,304400
2021-01-26,34.7400016784668,34.79999923706055,33.599998474121094,33.790000915527344,33.790000915527344,203700
2021-01-27,33.060001373291016,33.06999969482422,32.11000061035156,32.2400016784668,32.2400016784668,237400
2021-01-28,32.41999816894531,32.41999816894531,31.239999771118164,31.799999237060547,31.799999237060547,179600
2021-01-29,31.65999984741211,31.8799991607666,30.520000457763672,31.0,31.0,309600
2021-02-01,31.329999923706055,31.969999313354492,30.950000762939453,31.540000915527344,31.540000915527344,227900
2021-02-02,31.84000015258789,32.099998474121094,31.40999984741211,31.75,31.75,309700
2021-02-03,32.5,34.7400016784668,32.5,33.029998779296875,33.029998779296875,455400
2021-02-04,33.33000183105469,33.58000183105469,32.41999816894531,32.900001525878906,32.900001525878906,209600
2021-02-05,32.709999084472656,32.709999084472656,31.030000686645508,31.950000762939453,31.950000762939453,364800
2021-02-08,31.959999084472656,33.849998474121094,31.950000762939453,33.79999923706055,33.79999923706055,420600
2021-02-09,33.79999923706055,34.08000183105469,33.29999923706055,33.900001525878906,33.900001525878906,192900
2021-02-10,34.099998474121094,34.18000030517578,33.459999084472656,33.720001220703125,33.720001220703125,159100
2021-02-11,33.560001373291016,34.619998931884766,33.560001373291016,34.220001220703125,34.220001220703125,220300
2021-02-12,32.5099983215332,33.5,31.530000686645508,31.950000762939453,31.950000762939453,650800
2021-02-16,32.369998931884766,32.939998626708984,31.790000915527344,31.93000030517578,31.93000030517578,284700
2021-02-17,31.440000534057617,32.04999923706055,31.010000228881836,31.530000686645508,31.530000686645508,179600
2021-02-18,31.43000030517578,31.860000610351562,31.34000015258789,31.6299991607666,31.6299991607666,188600
2021-02-19,31.739999771118164,32.119998931884766,31.34000015258789,31.68000030517578,31.68000030517578,210200
