Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,210.25,211.60000610351562,207.8000030517578,209.7100067138672,202.11573791503906,2036700
2021-01-05,209.42999267578125,210.0,206.39999389648438,206.72999572753906,199.24363708496094,1781100
2021-01-06,206.57000732421875,216.05999755859375,205.80999755859375,215.30999755859375,207.51292419433594,2648100
2021-01-07,215.0,218.47999572753906,214.60000610351562,217.72000122070312,209.83563232421875,1519000
2021-01-08,218.63999938964844,219.0,214.4600067138672,215.80999755859375,207.99481201171875,1859200
2021-01-11,215.3699951171875,217.64999389648438,214.6199951171875,215.25999450683594,207.46475219726562,1605000
2021-01-12,214.7899932861328,218.77000427246094,213.64999389648438,218.3800048828125,210.47177124023438,2155900
2021-01-13,217.2100067138672,219.5800018310547,216.0399932861328,218.22000122070312,210.3175506591797,1169400
2021-01-14,217.10000610351562,217.86000061035156,213.11000061035156,213.24000549316406,205.51792907714844,2568700
2021-01-15,213.24000549316406,213.75999450683594,210.4499969482422,211.44000244140625,203.78309631347656,1795700
2021-01-19,211.5,212.44000244140625,205.9600067138672,206.05999755859375,198.59788513183594,2148100
2021-01-20,206.88999938964844,207.1199951171875,203.92999267578125,205.1199951171875,197.69198608398438,2740700
2021-01-21,205.67999267578125,209.38999938964844,204.50999450683594,207.72000122070312,200.19778442382812,2085100
2021-01-22,207.72000122070312,208.2899932861328,205.75999450683594,206.2100067138672,198.74249267578125,1455300
2021-01-25,206.75999450683594,207.99000549316406,205.11000061035156,206.57000732421875,199.08946228027344,1511600
2021-01-26,207.14999389648438,207.55999755859375,205.25999450683594,206.1199951171875,198.65573120117188,1472500
2021-01-27,205.35000610351562,207.75,198.50999450683594,199.6300048828125,192.4007568359375,3201600
2021-01-28,199.00999450683594,201.50999450683594,198.25,199.0500030517578,191.84178161621094,6267000
2021-01-29,199.5399932861328,200.0,194.3699951171875,194.61000061035156,187.5625457763672,4483800
2021-02-01,194.61000061035156,195.7899932861328,192.33999633789062,192.75,185.7698974609375,3087100
2021-02-02,193.58999633789062,198.0,193.30999755859375,195.35000610351562,188.2757568359375,3729500
2021-02-03,195.6300048828125,196.89999389648438,195.00999450683594,195.77999877929688,188.690185546875,3184400
2021-02-04,196.07000732421875,196.9199981689453,193.92999267578125,195.72000122070312,188.6323699951172,2842700
2021-02-05,196.25,199.16000366210938,193.02000427246094,193.82000732421875,186.80117797851562,3784600
2021-02-08,195.32000732421875,198.77000427246094,194.9199981689453,198.3800048828125,191.19602966308594,3475800
2021-02-09,200.6999969482422,203.88999938964844,198.6300048828125,203.49000549316406,196.12100219726562,3080900
2021-02-10,205.5,205.75999450683594,200.9600067138672,201.32000732421875,194.02957153320312,2169200
2021-02-11,200.9199981689453,202.74000549316406,199.89999389648438,200.0399932861328,192.79592895507812,1495800
2021-02-12,200.0,200.88999938964844,197.97000122070312,198.60000610351562,191.40805053710938,1561100
2021-02-16,198.52000427246094,201.41000366210938,197.75999450683594,200.22999572753906,192.97903442382812,1681100
2021-02-17,199.66000366210938,201.92999267578125,198.82000732421875,201.5,194.20303344726562,1453700
2021-02-18,199.02999877929688,203.0500030517578,198.5,202.8300018310547,195.48489379882812,1562900
2021-02-19,203.82000732421875,203.82000732421875,200.61000061035156,201.16000366210938,193.8753662109375,1826600
2021-02-22,201.0500030517578,201.30999755859375,198.5800018310547,198.77000427246094,191.57192993164062,1852700
2021-02-23,199.3300018310547,199.3300018310547,195.16000366210938,195.17999267578125,188.11190795898438,1930600
2021-02-24,194.82000732421875,194.82000732421875,190.4199981689453,192.61000061035156,185.63499450683594,2484400
2021-02-25,190.0,191.39999389648438,186.91000366210938,188.67999267578125,181.84730529785156,3061900
